"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"AI413582",309,0,4,7,3,0,0,0,12.94,22.65,9.71,0,0
"AI429214",882,11,14,17,5,1,0,12.47,15.87,19.27,5.67,1.13,0
"AI464131",2151,21,17,43,22,2,0,9.76,7.9,19.99,10.23,0.93,0
"AI467606",678,5,12,8,3,1,0,7.37,17.7,11.8,4.42,1.47,0
"AI481877",4446,45,81,63,28,2,1,10.12,18.22,14.17,6.3,0.45,0.22
"AI597479",699,1,14,9,6,0,1,1.43,20.03,12.88,8.58,0,1.43
"AI846148",1146,9,26,27,14,1,0,7.85,22.69,23.56,12.22,0.87,0
"AI854703",612,2,3,6,3,0,0,3.27,4.9,9.8,4.9,0,0
"AI987944",1221,12,15,6,4,0,0,9.83,12.29,4.91,3.28,0,0
"Aicda",597,10,9,14,3,0,0,16.75,15.08,23.45,5.03,0,0
"Aida",918,9,14,13,7,0,0,9.8,15.25,14.16,7.63,0,0
"Aif1",444,5,11,4,1,0,0,11.26,24.77,9.01,2.25,0,0
"Aif1l",453,1,8,7,3,1,1,2.21,17.66,15.45,6.62,2.21,2.21
"Aifm1",1839,18,31,22,9,0,1,9.79,16.86,11.96,4.89,0,0.54
"Aifm2",1143,5,21,16,8,3,2,4.37,18.37,14,7,2.62,1.75
"Aifm3",1818,13,36,23,10,0,2,7.15,19.8,12.65,5.5,0,1.1
"Aig1",789,3,14,13,5,0,1,3.8,17.74,16.48,6.34,0,1.27
"Aim1",6198,51,100,95,57,1,2,8.23,16.13,15.33,9.2,0.16,0.32
"Aim1l",4551,38,83,70,24,2,2,8.35,18.24,15.38,5.27,0.44,0.44
"Aim2",1065,10,21,19,9,2,1,9.39,19.72,17.84,8.45,1.88,0.94
"Aimp1",960,10,13,7,4,1,0,10.42,13.54,7.29,4.17,1.04,0
"Aimp2",963,8,12,9,4,0,0,8.31,12.46,9.35,4.15,0,0
"Aip",993,9,22,21,11,0,1,9.06,22.16,21.15,11.08,0,1.01
"Ajuba",1644,12,27,32,15,0,2,7.3,16.42,19.46,9.12,0,1.22
"AK010878",297,0,6,8,5,0,0,0,20.2,26.94,16.84,0,0
"Ak2",720,7,12,14,6,0,0,9.72,16.67,19.44,8.33,0,0
"Ak3",684,5,9,15,7,0,0,7.31,13.16,21.93,10.23,0,0
"Ak4",672,11,11,13,8,0,0,16.37,16.37,19.35,11.9,0,0
"Ak8",1440,5,26,22,7,0,1,3.47,18.06,15.28,4.86,0,0.69
"Akain1",210,0,3,3,1,0,1,0,14.29,14.29,4.76,0,4.76
"Akap1",2673,26,56,57,28,6,2,9.73,20.95,21.32,10.48,2.24,0.75
"Akap10",1989,18,33,31,12,4,1,9.05,16.59,15.59,6.03,2.01,0.5
"Akap12",5055,26,114,101,56,1,4,5.14,22.55,19.98,11.08,0.2,0.79
"Akap13",8385,72,158,137,73,3,3,8.59,18.84,16.34,8.71,0.36,0.36
"Akap17b",2880,24,50,38,18,5,4,8.33,17.36,13.19,6.25,1.74,1.39
"Akap2",2766,22,66,42,19,4,3,7.95,23.86,15.18,6.87,1.45,1.08
"Akap5",2259,17,58,24,13,4,1,7.53,25.68,10.62,5.75,1.77,0.44
"Akap7",945,9,15,11,3,1,1,9.52,15.87,11.64,3.17,1.06,1.06
"Akap8",2064,13,48,46,22,4,4,6.3,23.26,22.29,10.66,1.94,1.94
"Akap8l",1926,15,43,42,20,0,1,7.79,22.33,21.81,10.38,0,0.52
"Akap9",11340,110,224,152,78,14,4,9.7,19.75,13.4,6.88,1.23,0.35
"Akip1",639,9,16,10,3,1,2,14.08,25.04,15.65,4.69,1.56,3.13
"Akirin2",606,4,7,6,2,0,0,6.6,11.55,9.9,3.3,0,0
"Akna",4215,28,80,81,31,3,3,6.64,18.98,19.22,7.35,0.71,0.71
"Akr1b10",951,13,21,14,4,1,1,13.67,22.08,14.72,4.21,1.05,1.05
"Akr1b3",951,13,24,16,9,2,2,13.67,25.24,16.82,9.46,2.1,2.1
"Akr1c14",972,18,19,15,7,0,0,18.52,19.55,15.43,7.2,0,0
"Akr1c18",972,13,14,11,6,0,0,13.37,14.4,11.32,6.17,0,0
"Akr1e1",906,13,17,7,2,1,1,14.35,18.76,7.73,2.21,1.1,1.1
"Akr7a5",1104,15,22,17,8,1,0,13.59,19.93,15.4,7.25,0.91,0
"Akt1s1",987,9,19,19,11,0,2,9.12,19.25,19.25,11.14,0,2.03
"Alad",993,9,17,21,12,1,0,9.06,17.12,21.15,12.08,1.01,0
"Alas1",1929,19,35,23,13,1,1,9.85,18.14,11.92,6.74,0.52,0.52
"Alas2",1764,20,32,29,10,3,0,11.34,18.14,16.44,5.67,1.7,0
"Aldh16a1",2409,14,51,39,19,4,3,5.81,21.17,16.19,7.89,1.66,1.25
"Aldh18a1",2388,11,34,43,19,1,1,4.61,14.24,18.01,7.96,0.42,0.42
"Aldh1a1",1506,16,32,19,11,5,1,10.62,21.25,12.62,7.3,3.32,0.66
"Aldh1a2",1557,11,32,25,13,5,1,7.06,20.55,16.06,8.35,3.21,0.64
"Aldh1a3",1539,12,35,25,10,1,1,7.8,22.74,16.24,6.5,0.65,0.65
"Aldh1a7",1506,15,31,14,9,4,1,9.96,20.58,9.3,5.98,2.66,0.66
"Aldh1b1",1560,13,32,23,13,3,2,8.33,20.51,14.74,8.33,1.92,1.28
"Aldh1l1",2709,21,64,52,22,4,3,7.75,23.62,19.2,8.12,1.48,1.11
"Aldh1l2",2772,28,62,55,33,5,3,10.1,22.37,19.84,11.9,1.8,1.08
"Aldh2",1560,11,26,32,19,2,1,7.05,16.67,20.51,12.18,1.28,0.64
"Aldh3a2",1599,13,26,21,5,0,0,8.13,16.26,13.13,3.13,0,0
"Aldh3b1",1407,10,28,25,10,1,2,7.11,19.9,17.77,7.11,0.71,1.42
"Aldh3b2",1440,11,25,25,10,1,2,7.64,17.36,17.36,6.94,0.69,1.39
"Aldh4a1",1689,11,34,29,13,2,1,6.51,20.13,17.17,7.7,1.18,0.59
"Aldh5a1",1572,8,25,22,10,0,3,5.09,15.9,13.99,6.36,0,1.91
"Aldh6a1",1608,10,27,20,13,1,0,6.22,16.79,12.44,8.08,0.62,0
"Aldh7a1",1620,11,36,26,6,1,2,6.79,22.22,16.05,3.7,0.62,1.23
"Aldh9a1",1557,14,36,20,10,1,2,8.99,23.12,12.85,6.42,0.64,1.28
"Aldoart1",1260,14,20,16,5,0,3,11.11,15.87,12.7,3.97,0,2.38
"Alg1",1449,12,21,23,12,1,0,8.28,14.49,15.87,8.28,0.69,0
"Alg10b",1425,15,15,15,5,0,2,10.53,10.53,10.53,3.51,0,1.4
"Alg11",1479,13,21,18,9,0,0,8.79,14.2,12.17,6.09,0,0
"Alg12",1461,10,18,24,16,5,1,6.84,12.32,16.43,10.95,3.42,0.68
"Alg13",498,6,8,5,1,0,1,12.05,16.06,10.04,2.01,0,2.01
"Alg14",654,5,9,8,2,0,0,7.65,13.76,12.23,3.06,0,0
"Alg3",1317,10,11,10,2,0,0,7.59,8.35,7.59,1.52,0,0
"Alg5",975,7,10,14,8,0,0,7.18,10.26,14.36,8.21,0,0
"Alg6",1524,23,21,18,7,0,0,15.09,13.78,11.81,4.59,0,0
"Alg8",1581,18,16,18,9,1,0,11.39,10.12,11.39,5.69,0.63,0
"Alg9",1836,17,19,20,9,1,0,9.26,10.35,10.89,4.9,0.54,0
"Alk",4866,37,90,67,27,2,1,7.6,18.5,13.77,5.55,0.41,0.21
"Alkbh1",1170,16,14,25,9,1,1,13.68,11.97,21.37,7.69,0.85,0.85
"Alkbh2",720,9,9,19,9,3,1,12.5,12.5,26.39,12.5,4.17,1.39
"Alkbh3",864,11,26,21,7,2,1,12.73,30.09,24.31,8.1,2.31,1.16
"Alkbh4",903,9,19,21,8,0,1,9.97,21.04,23.26,8.86,0,1.11
"Alkbh6",717,7,15,12,6,1,0,9.76,20.92,16.74,8.37,1.39,0
"Alkbh7",666,4,13,10,5,0,1,6.01,19.52,15.02,7.51,0,1.5
"Alkbh8",1995,11,36,22,10,2,1,5.51,18.05,11.03,5.01,1,0.5
"Alms1",11163,113,178,140,48,5,4,10.12,15.95,12.54,4.3,0.45,0.36
"Alox12b",2106,21,38,40,19,2,0,9.97,18.04,18.99,9.02,0.95,0
"Alox5",2025,19,37,31,10,3,1,9.38,18.27,15.31,4.94,1.48,0.49
"Alox5ap",486,8,5,7,1,0,0,16.46,10.29,14.4,2.06,0,0
"Alox8",2034,17,26,28,8,1,0,8.36,12.78,13.77,3.93,0.49,0
"Aloxe3",2136,21,31,35,19,1,0,9.83,14.51,16.39,8.9,0.47,0
"Alpk1",3696,36,55,66,26,4,2,9.74,14.88,17.86,7.03,1.08,0.54
"Alpk2",6435,55,99,127,67,9,2,8.55,15.38,19.74,10.41,1.4,0.31
"Alpl",1575,15,21,30,15,1,1,9.52,13.33,19.05,9.52,0.63,0.63
"Als2",4956,42,91,64,31,4,3,8.47,18.36,12.91,6.26,0.81,0.61
"Als2cl",2859,25,48,56,26,8,1,8.74,16.79,19.59,9.09,2.8,0.35
"Alx4",1200,6,17,21,9,3,0,5,14.17,17.5,7.5,2.5,0
"Alyref",768,3,20,18,13,1,0,3.91,26.04,23.44,16.93,1.3,0
"Alyref2",657,4,20,19,13,3,1,6.09,30.44,28.92,19.79,4.57,1.52
"Amacr",1146,9,16,19,9,0,0,7.85,13.96,16.58,7.85,0,0
"Amd1",1005,10,17,20,10,1,0,9.95,16.92,19.9,9.95,1,0
"Amd2",1005,10,17,19,9,1,0,9.95,16.92,18.91,8.96,1,0
"Amdhd2",1230,13,16,19,8,0,1,10.57,13.01,15.45,6.5,0,0.81
"Amer1",3399,30,63,51,20,1,3,8.83,18.53,15,5.88,0.29,0.88
"Amer2",1908,5,33,40,20,4,3,2.62,17.3,20.96,10.48,2.1,1.57
"Amica1",1140,7,20,15,9,1,1,6.14,17.54,13.16,7.89,0.88,0.88
"Amigo1",1479,17,24,26,7,0,1,11.49,16.23,17.58,4.73,0,0.68
"Amigo2",1560,23,16,26,13,0,0,14.74,10.26,16.67,8.33,0,0
"Amigo3",1527,20,17,12,2,0,0,13.1,11.13,7.86,1.31,0,0
"Ammecr1",1035,11,10,16,4,1,2,10.63,9.66,15.46,3.86,0.97,1.93
"Ammecr1l",933,13,15,20,8,2,1,13.93,16.08,21.44,8.57,2.14,1.07
"Amn",1377,5,17,37,17,1,0,3.63,12.35,26.87,12.35,0.73,0
"Amn1",777,11,10,8,2,0,0,14.16,12.87,10.3,2.57,0,0
"Amot",3381,34,50,37,16,2,2,10.06,14.79,10.94,4.73,0.59,0.59
"Amotl2",2418,16,54,40,18,2,1,6.62,22.33,16.54,7.44,0.83,0.41
"Ampd2",2475,22,42,29,16,4,2,8.89,16.97,11.72,6.46,1.62,0.81
"Ampd3",2328,20,39,45,21,2,1,8.59,16.75,19.33,9.02,0.86,0.43
"Amt",1212,10,23,24,12,3,0,8.25,18.98,19.8,9.9,2.48,0
"Amy1",1536,20,30,28,14,0,1,13.02,19.53,18.23,9.11,0,0.65
"Amy2a2",1527,22,32,28,11,1,0,14.41,20.96,18.34,7.2,0.65,0
"Amy2a3",1527,22,32,28,11,1,0,14.41,20.96,18.34,7.2,0.65,0
"Amy2a4",1527,22,32,28,11,1,0,14.41,20.96,18.34,7.2,0.65,0
"Amy2a5",1527,22,32,28,11,1,0,14.41,20.96,18.34,7.2,0.65,0
"Amz1",1509,8,26,29,8,1,0,5.3,17.23,19.22,5.3,0.66,0
"Anapc10",558,5,9,8,6,0,0,8.96,16.13,14.34,10.75,0,0
"Anapc11",255,7,4,3,1,0,0,27.45,15.69,11.76,3.92,0,0
"Anapc13",225,2,8,5,3,0,0,8.89,35.56,22.22,13.33,0,0
"Anapc15",486,2,18,12,6,0,0,4.12,37.04,24.69,12.35,0,0
"Anapc16",390,3,7,3,1,0,0,7.69,17.95,7.69,2.56,0,0
"Anapc4",2424,26,41,41,21,3,2,10.73,16.91,16.91,8.66,1.24,0.83
"Anapc7",1698,16,30,30,12,1,1,9.42,17.67,17.67,7.07,0.59,0.59
"Angel1",2004,22,39,34,11,4,2,10.98,19.46,16.97,5.49,2,1
"Angel2",1635,19,31,34,17,1,2,11.62,18.96,20.8,10.4,0.61,1.22
"Angpt1",1497,17,29,21,13,0,1,11.36,19.37,14.03,8.68,0,0.67
"Angpt2",1491,13,34,38,20,1,0,8.72,22.8,25.49,13.41,0.67,0
"Angptl1",1473,15,31,28,14,1,2,10.18,21.05,19.01,9.5,0.68,1.36
"Angptl2",1482,18,27,25,12,2,0,12.15,18.22,16.87,8.1,1.35,0
"Angptl4",1233,14,19,25,8,1,0,11.35,15.41,20.28,6.49,0.81,0
"Angptl6",1374,14,22,26,15,1,1,10.19,16.01,18.92,10.92,0.73,0.73
"Ank1",5724,39,110,114,64,5,5,6.81,19.22,19.92,11.18,0.87,0.87
"Ank2",11781,89,191,213,120,13,4,7.55,16.21,18.08,10.19,1.1,0.34
"Ank3",8614,59,132,179,93,7,3,6.85,15.32,20.78,10.8,0.81,0.35
"Ankdd1a",1526,14,41,30,14,4,3,9.17,26.87,19.66,9.17,2.62,1.97
"Ankef1",2328,24,43,34,19,4,1,10.31,18.47,14.6,8.16,1.72,0.43
"Ankfy1",3510,31,55,58,30,4,3,8.83,15.67,16.52,8.55,1.14,0.85
"Ankhd1",7647,67,128,100,59,6,2,8.76,16.74,13.08,7.72,0.78,0.26
"Ankle1",1605,15,31,30,14,1,2,9.35,19.31,18.69,8.72,0.62,1.25
"Ankra2",939,3,13,12,5,0,0,3.19,13.84,12.78,5.32,0,0
"Ankrd10",1248,9,24,24,14,0,0,7.21,19.23,19.23,11.22,0,0
"Ankrd13a",1767,12,41,33,14,2,3,6.79,23.2,18.68,7.92,1.13,1.7
"Ankrd13b",2091,10,31,40,18,3,1,4.78,14.83,19.13,8.61,1.43,0.48
"Ankrd13d",1818,13,35,28,12,1,1,7.15,19.25,15.4,6.6,0.55,0.55
"Ankrd16",1086,14,20,21,8,0,2,12.89,18.42,19.34,7.37,0,1.84
"Ankrd24",2958,16,82,46,19,2,4,5.41,27.72,15.55,6.42,0.68,1.35
"Ankrd26",5046,46,118,82,47,6,3,9.12,23.38,16.25,9.31,1.19,0.59
"Ankrd27",3147,22,56,65,32,3,4,6.99,17.79,20.65,10.17,0.95,1.27
"Ankrd28",3162,30,46,46,30,4,0,9.49,14.55,14.55,9.49,1.27,0
"Ankrd29",930,14,18,15,6,0,0,15.05,19.35,16.13,6.45,0,0
"Ankrd34a",1488,8,21,35,13,1,1,5.38,14.11,23.52,8.74,0.67,0.67
"Ankrd34b",1527,5,20,26,12,1,1,3.27,13.1,17.03,7.86,0.65,0.65
"Ankrd34c",1605,16,28,34,12,2,2,9.97,17.45,21.18,7.48,1.25,1.25
"Ankrd35",2991,18,75,42,25,3,3,6.02,25.08,14.04,8.36,1,1
"Ankrd37",480,3,13,9,4,1,1,6.25,27.08,18.75,8.33,2.08,2.08
"Ankrd39",552,3,7,12,5,1,0,5.43,12.68,21.74,9.06,1.81,0
"Ankrd42",1584,12,36,23,11,2,1,7.58,22.73,14.52,6.94,1.26,0.63
"Ankrd44",3036,33,52,55,39,5,1,10.87,17.13,18.12,12.85,1.65,0.33
"Ankrd45",849,8,12,10,5,1,0,9.42,14.13,11.78,5.89,1.18,0
"Ankrd46",687,3,13,10,4,0,0,4.37,18.92,14.56,5.82,0,0
"Ankrd49",717,6,13,11,6,1,1,8.37,18.13,15.34,8.37,1.39,1.39
"Ankrd52",3231,51,49,62,34,5,2,15.78,15.17,19.19,10.52,1.55,0.62
"Ankrd54",900,4,12,16,9,1,1,4.44,13.33,17.78,10,1.11,1.11
"Ankrd55",1881,10,34,41,25,5,2,5.32,18.08,21.8,13.29,2.66,1.06
"Ankrd9",1080,6,12,15,7,2,1,5.56,11.11,13.89,6.48,1.85,0.93
"Anks1",3570,16,64,76,31,2,1,4.48,17.93,21.29,8.68,0.56,0.28
"Anks3",1968,13,45,25,9,0,1,6.61,22.87,12.7,4.57,0,0.51
"Anks6",2448,23,34,42,21,4,2,9.4,13.89,17.16,8.58,1.63,0.82
"Anks6.1",2448,24,29,42,20,5,1,9.8,11.85,17.16,8.17,2.04,0.41
"Ankub1",1503,19,25,22,11,1,0,12.64,16.63,14.64,7.32,0.67,0
"Ankzf1",2247,18,41,26,7,0,2,8.01,18.25,11.57,3.12,0,0.89
"Anln",3366,33,46,41,23,3,2,9.8,13.67,12.18,6.83,0.89,0.59
"Ano1",3054,18,53,65,28,4,2,5.89,17.35,21.28,9.17,1.31,0.65
"Ano10",1980,25,31,25,12,1,1,12.63,15.66,12.63,6.06,0.51,0.51
"Ano2",3009,24,57,49,23,2,3,7.98,18.94,16.28,7.64,0.66,1
"Ano4",2868,38,57,46,18,2,3,13.25,19.87,16.04,6.28,0.7,1.05
"Ano5",2715,27,42,34,13,1,0,9.94,15.47,12.52,4.79,0.37,0
"Ano6",2736,19,47,43,21,3,4,6.94,17.18,15.72,7.68,1.1,1.46
"Ano8",3315,19,63,47,27,1,4,5.73,19,14.18,8.14,0.3,1.21
"Anp32a",744,4,29,15,10,1,2,5.38,38.98,20.16,13.44,1.34,2.69
"Anp32b",819,4,40,13,6,0,2,4.88,48.84,15.87,7.33,0,2.44
"Anp32e",783,6,34,19,15,0,1,7.66,43.42,24.27,19.16,0,1.28
"Anpep",2901,27,44,41,14,1,1,9.31,15.17,14.13,4.83,0.34,0.34
"Antxr1",1689,12,27,29,19,4,2,7.1,15.99,17.17,11.25,2.37,1.18
"Antxr2",1554,11,38,21,10,2,5,7.08,24.45,13.51,6.44,1.29,3.22
"Anxa1",1041,6,21,16,9,0,1,5.76,20.17,15.37,8.65,0,0.96
"Anxa11",1512,11,25,20,7,0,2,7.28,16.53,13.23,4.63,0,1.32
"Anxa2",1020,9,22,29,14,1,1,8.82,21.57,28.43,13.73,0.98,0.98
"Anxa3",972,10,18,21,12,0,0,10.29,18.52,21.6,12.35,0,0
"Anxa4",960,9,23,20,15,0,3,9.38,23.96,20.83,15.62,0,3.12
"Anxa5",960,11,20,25,10,1,2,11.46,20.83,26.04,10.42,1.04,2.08
"Aoc2",2274,21,33,37,14,0,1,9.23,14.51,16.27,6.16,0,0.44
"Aox1",4002,30,81,55,25,3,3,7.5,20.24,13.74,6.25,0.75,0.75
"Aox3",4008,31,84,58,28,2,2,7.73,20.96,14.47,6.99,0.5,0.5
"Aox4",4011,35,82,53,26,1,2,8.73,20.44,13.21,6.48,0.25,0.5
"Ap1g1",2478,19,26,40,26,3,1,7.67,10.49,16.14,10.49,1.21,0.4
"Ap1g2",2376,20,37,39,16,2,1,8.42,15.57,16.41,6.73,0.84,0.42
"Ap1m1",1272,9,25,12,7,2,1,7.08,19.65,9.43,5.5,1.57,0.79
"Ap1m2",1278,16,22,16,5,0,1,12.52,17.21,12.52,3.91,0,0.78
"Ap1s2",483,7,11,6,4,1,1,14.49,22.77,12.42,8.28,2.07,2.07
"Ap1s2.1",483,6,9,5,3,1,0,12.42,18.63,10.35,6.21,2.07,0
"Ap1s3",465,3,12,10,6,2,1,6.45,25.81,21.51,12.9,4.3,2.15
"Ap3b1",3318,26,59,50,24,3,2,7.84,17.78,15.07,7.23,0.9,0.6
"Ap3d1",3600,27,79,66,32,6,1,7.5,21.94,18.33,8.89,1.67,0.28
"Ap3m1",1257,9,18,15,7,0,0,7.16,14.32,11.93,5.57,0,0
"Ap3s1",582,4,9,9,6,1,1,6.87,15.46,15.46,10.31,1.72,1.72
"Ap3s2",582,8,13,9,3,0,1,13.75,22.34,15.46,5.15,0,1.72
"Ap4b1",2217,36,35,37,15,1,2,16.24,15.79,16.69,6.77,0.45,0.9
"Ap4e1",3369,40,47,49,23,4,1,11.87,13.95,14.54,6.83,1.19,0.3
"Ap4m1",1350,13,16,21,7,0,0,9.63,11.85,15.56,5.19,0,0
"Ap4s1",435,5,8,6,3,1,0,11.49,18.39,13.79,6.9,2.3,0
"Ap5b1",2631,33,32,40,17,1,2,12.54,12.16,15.2,6.46,0.38,0.76
"Ap5m1",1473,25,30,15,5,0,1,16.97,20.37,10.18,3.39,0,0.68
"Ap5s1",747,3,14,12,7,2,0,4.02,18.74,16.06,9.37,2.68,0
"Ap5z1",2424,20,37,40,6,2,0,8.25,15.26,16.5,2.48,0.83,0
"Apaf1",3750,38,65,60,31,3,2,10.13,17.33,16,8.27,0.8,0.53
"Apba1",2529,9,56,59,35,2,2,3.56,22.14,23.33,13.84,0.79,0.79
"Apba3",1716,12,40,35,12,2,3,6.99,23.31,20.4,6.99,1.17,1.75
"Apc2",6912,47,98,114,52,4,1,6.8,14.18,16.49,7.52,0.58,0.14
"Apcdd1",1545,6,17,22,12,1,1,3.88,11,14.24,7.77,0.65,0.65
"Apeh",2199,21,37,37,14,1,1,9.55,16.83,16.83,6.37,0.45,0.45
"Apex1",954,12,15,15,6,0,0,12.58,15.72,15.72,6.29,0,0
"Apex2",1572,15,25,23,5,0,0,9.54,15.9,14.63,3.18,0,0
"Aph1a",798,9,8,14,8,0,1,11.28,10.03,17.54,10.03,0,1.25
"Aph1b",774,4,5,10,6,1,0,5.17,6.46,12.92,7.75,1.29,0
"Aph1c",777,3,6,8,5,1,1,3.86,7.72,10.3,6.44,1.29,1.29
"Api5",1515,15,30,26,14,0,1,9.9,19.8,17.16,9.24,0,0.66
"Apip",726,3,16,10,6,2,2,4.13,22.04,13.77,8.26,2.75,2.75
"Apitd1",429,4,11,7,4,0,1,9.32,25.64,16.32,9.32,0,2.33
"Aplf",1500,11,36,28,17,2,3,7.33,24,18.67,11.33,1.33,2
"Apln",234,4,9,5,1,0,1,17.09,38.46,21.37,4.27,0,4.27
"Aplp2",2256,10,50,41,14,2,1,4.43,22.16,18.17,6.21,0.89,0.44
"Apoa1bp",849,9,10,16,9,0,1,10.6,11.78,18.85,10.6,0,1.18
"Apobec3",1323,12,30,20,8,0,3,9.07,22.68,15.12,6.05,0,2.27
"Apoc4",375,2,4,10,1,0,0,5.33,10.67,26.67,2.67,0,0
"Apol11b",1014,9,27,16,5,0,1,8.88,26.63,15.78,4.93,0,0.99
"Apol7a",1257,8,29,22,11,3,2,6.36,23.07,17.5,8.75,2.39,1.59
"Apol8",1020,7,18,20,9,2,1,6.86,17.65,19.61,8.82,1.96,0.98
"Apold1",741,5,12,8,4,0,0,6.75,16.19,10.8,5.4,0,0
"Apoo",639,4,12,7,2,0,1,6.26,18.78,10.95,3.13,0,1.56
"Apool",798,6,11,8,2,0,2,7.52,13.78,10.03,2.51,0,2.51
"Apopt1",585,5,9,8,3,1,0,8.55,15.38,13.68,5.13,1.71,0
"App",2088,15,42,47,29,4,1,7.18,20.11,22.51,13.89,1.92,0.48
"Appbp2",1758,14,20,28,20,1,0,7.96,11.38,15.93,11.38,0.57,0
"Appl1",2124,24,35,33,16,3,1,11.3,16.48,15.54,7.53,1.41,0.47
"Appl2",1989,20,28,35,23,3,1,10.06,14.08,17.6,11.56,1.51,0.5
"Aprt",543,4,10,10,0,0,1,7.37,18.42,18.42,0,0,1.84
"Aptx",1029,12,19,15,6,3,0,11.66,18.46,14.58,5.83,2.92,0
"Aqp1",810,11,10,16,6,0,0,13.58,12.35,19.75,7.41,0,0
"Aqp11",816,9,10,10,5,0,1,11.03,12.25,12.25,6.13,0,1.23
"Aqp4",972,9,24,16,8,0,0,9.26,24.69,16.46,8.23,0,0
"Aqp7",912,14,7,13,3,2,0,15.35,7.68,14.25,3.29,2.19,0
"Aqp9",966,5,15,11,2,0,0,5.18,15.53,11.39,2.07,0,0
"Aqr",4446,53,55,80,40,4,4,11.92,12.37,17.99,9,0.9,0.9
"Arap1",4359,38,74,78,34,3,3,8.72,16.98,17.89,7.8,0.69,0.69
"Arap3",4617,35,85,76,34,6,4,7.58,18.41,16.46,7.36,1.3,0.87
"Arf4",543,6,11,5,4,1,1,11.05,20.26,9.21,7.37,1.84,1.84
"Arf5",543,4,10,7,3,1,1,7.37,18.42,12.89,5.52,1.84,1.84
"Arfgap1",1275,10,25,24,14,2,2,7.84,19.61,18.82,10.98,1.57,1.57
"Arfgap3",1575,17,42,30,14,2,2,10.79,26.67,19.05,8.89,1.27,1.27
"Arfip1",1122,14,15,15,5,0,1,12.48,13.37,13.37,4.46,0,0.89
"Arfrp1",606,9,10,13,7,1,1,14.85,16.5,21.45,11.55,1.65,1.65
"Arg2",1065,10,19,17,10,2,1,9.39,17.84,15.96,9.39,1.88,0.94
"Arglu1",816,3,19,8,7,2,3,3.68,23.28,9.8,8.58,2.45,3.68
"Arhgap1",1440,10,15,28,9,1,0,6.94,10.42,19.44,6.25,0.69,0
"Arhgap11a",2964,32,44,37,20,2,3,10.8,14.84,12.48,6.75,0.67,1.01
"Arhgap15",1446,14,22,20,11,3,0,9.68,15.21,13.83,7.61,2.07,0
"Arhgap17",2541,20,43,41,18,1,1,7.87,16.92,16.14,7.08,0.39,0.39
"Arhgap18",1992,17,32,32,18,1,1,8.53,16.06,16.06,9.04,0.5,0.5
"Arhgap19",1485,13,20,24,11,2,1,8.75,13.47,16.16,7.41,1.35,0.67
"Arhgap22",2109,18,34,30,9,0,2,8.53,16.12,14.22,4.27,0,0.95
"Arhgap24",2244,19,52,40,21,2,3,8.47,23.17,17.83,9.36,0.89,1.34
"Arhgap25",1947,12,42,36,15,2,1,6.16,21.57,18.49,7.7,1.03,0.51
"Arhgap26",2445,15,45,45,18,3,3,6.13,18.4,18.4,7.36,1.23,1.23
"Arhgap27",2610,19,38,57,25,3,3,7.28,14.56,21.84,9.58,1.15,1.15
"Arhgap28",2190,11,37,37,19,3,3,5.02,16.89,16.89,8.68,1.37,1.37
"Arhgap29",3801,33,43,65,32,5,1,8.68,11.31,17.1,8.42,1.32,0.26
"Arhgap30",3282,17,77,54,21,3,5,5.18,23.46,16.45,6.4,0.91,1.52
"Arhgap31",4278,22,90,64,33,7,3,5.14,21.04,14.96,7.71,1.64,0.7
"Arhgap33",3918,20,58,49,22,2,3,5.1,14.8,12.51,5.62,0.51,0.77
"Arhgap36",1773,21,38,35,18,2,3,11.84,21.43,19.74,10.15,1.13,1.69
"Arhgap4",2898,24,53,45,21,4,2,8.28,18.29,15.53,7.25,1.38,0.69
"Arhgap42",2526,25,39,32,15,1,1,9.9,15.44,12.67,5.94,0.4,0.4
"Arhgap6",2964,25,49,52,27,5,1,8.43,16.53,17.54,9.11,1.69,0.34
"Arhgap8",1278,17,14,21,11,0,0,13.3,10.95,16.43,8.61,0,0
"Arhgap9",1422,12,19,31,13,1,0,8.44,13.36,21.8,9.14,0.7,0
"Arhgdib",603,6,19,18,10,1,0,9.95,31.51,29.85,16.58,1.66,0
"Arhgef1",2940,27,58,64,31,5,0,9.18,19.73,21.77,10.54,1.7,0
"Arhgef15",2550,15,40,33,12,1,2,5.88,15.69,12.94,4.71,0.39,0.78
"Arhgef18",3066,18,70,52,22,2,3,5.87,22.83,16.96,7.18,0.65,0.98
"Arhgef19",2409,15,46,42,17,4,2,6.23,19.1,17.43,7.06,1.66,0.83
"Arhgef26",2610,21,51,55,29,4,2,8.05,19.54,21.07,11.11,1.53,0.77
"Arhgef33",2553,16,45,24,12,0,0,6.27,17.63,9.4,4.7,0,0
"Arhgef37",2031,15,38,35,15,3,1,7.39,18.71,17.23,7.39,1.48,0.49
"Arhgef40",4581,35,99,71,32,3,2,7.64,21.61,15.5,6.99,0.65,0.44
"Arhgef5",4746,35,85,82,34,4,3,7.37,17.91,17.28,7.16,0.84,0.63
"Arhgef6",2388,28,48,37,13,0,1,11.73,20.1,15.49,5.44,0,0.42
"Arhgef7",2349,15,42,49,23,3,3,6.39,17.88,20.86,9.79,1.28,1.28
